home_institution;age;gender;nationality;level_study;years_prior;mobility_type;host_institution;work_placement;country_work_placement;length_study;length_work;short_duration_reason;study_start_date;work_start_date;ects_study;ects_work;ects_total;sn_supplement;study_grant;work_grant;previous_participation
F  LA-FERR01;22;M;FR;S;1;P;;HOTEL IBIS;UK;0.0;0.5;X;;11-2008;0.0;0.0;0.0;0.0;0.0;250.0;N
F  LA-FERR01;21;M;FR;S;1;P;;CARROLL'S IRISH GIFTS;IE;0.0;0.5;X;;10-2008;0.0;0.0;0.0;0.0;0.0;250.0;N
F  LA-FERR01;21;F;FR;S;1;P;;ARCTIC SPAS LTD;UK;0.0;0.5;X;;11-2008;0.0;0.0;0.0;0.0;0.0;250.0;N
F  GRENOBL03;20;F;FR;1;1;S;E  CADIZ01;;;9.0;0.0;;09-2008;;60.0;0.0;60.0;0.0;2408.13;0.0;N
F  GRENOBL03;20;F;FR;1;2;S;UK READING01;;;9.0;0.0;;09-2008;;60.0;0.0;60.0;0.0;2408.13;0.0;N
F  GRENOBL22;24;M;FR;2;4;S;S  STOCKHO04;;;11.0;0.0;;07-2008;;60.0;0.0;60.0;0.0;2369.08;0.0;N
F  GRENOBL22;24;M;FR;2;2;S;UK SOUTHAM01;;;4.0;0.0;;10-2008;;30.0;0.0;30.0;0.0;858.62;0.0;N
F  GRENOBL22;24;M;FR;2;4;S;DK LYNGBY01;;;10.0;0.0;;09-2008;;60.0;0.0;60.0;0.0;2153.3;0.0;N
F  CHAMBER07;21;M;FR;1;2;P;;LONDONUP ACCOMODATION;UK;0.0;3.0;;;05-2009;0.0;5.0;5.0;0.0;0.0;1500.0;N
F  CHAMBER07;20;F;FR;1;2;P;;FLYING FISH TOURS;UK;0.0;3.0;;;05-2009;0.0;5.0;5.0;0.0;0.0;1500.0;N
F  CHAMBER07;20;F;FR;1;2;P;;GAMBRO DASCO SPA;IT;0.0;3.0;;;05-2009;0.0;5.0;5.0;0.0;0.0;1500.0;N
F  CHAMBER07;21;F;FR;1;2;P;;WIRTSCHAFTSFÖRDERUNG STADTVERWALTUNG ALBSTADT;DE;0.0;4.0;;;05-2009;0.0;5.0;5.0;0.0;0.0;2000.0;N
F  LE-HAVR04;27;F;FR;2;4;P;;CHRISTIAN DIOR;UK;0.0;6.0;;;09-2008;0.0;30.0;30.0;0.0;0.0;3000.0;N
F  LE-HAVR04;23;F;FR;2;4;P;;PIXIE SERVICES;IE;0.0;6.0;;;07-2008;0.0;30.0;30.0;0.0;0.0;3000.0;N
F  LE-HAVR04;23;F;FR;2;4;P;;CHRISTIAN DIOR;UK;0.0;6.0;;;09-2008;0.0;30.0;30.0;0.0;0.0;3000.0;N
F  LE-HAVR04;23;M;FR;2;4;P;;DAHER AEROSPACE UK;UK;0.0;9.0;;;09-2008;0.0;60.0;60.0;0.0;0.0;4500.0;N
F  LE-HAVR04;23;F;FR;2;4;P;;THALES UK;UK;0.0;9.0;;;07-2008;0.0;60.0;60.0;0.0;0.0;4500.0;N
F  LE-HAVR04;27;M;FR;2;4;S;PL KRAKOW04;;;4.5;0.0;;09-2008;;30.0;0.0;30.0;0.0;955.85;0.0;N
F  LE-HAVR04;25;M;FR;2;4;S;UK ABERDEE01;;;4.5;0.0;;09-2008;;30.0;0.0;30.0;0.0;955.85;0.0;N
F  LE-HAVR04;25;M;FR;2;4;S;LT VILNIUS19;;;5.0;0.0;;02-2009;;30.0;0.0;30.0;0.0;1062.05;0.0;N
F  GRENOBL22;24;F;FR;2;2;S;NL EINDHOV17;;;5.0;0.0;;08-2008;;30.0;0.0;30.0;0.0;1074.4;0.0;N
F  GRENOBL22;24;M;FR;2;4;S;D  BRAUNSC01;;;5.0;0.0;;10-2008;;30.0;0.0;30.0;0.0;1074.4;0.0;N
F  GRENOBL22;24;F;FR;2;4;S;D  DARMSTA01;;;6.0;0.0;;10-2008;;30.0;0.0;30.0;0.0;1290.18;0.0;N
F  GRENOBL22;24;M;FR;2;4;S;NL EINDHOV17;;;5.0;0.0;;08-2008;;30.0;0.0;30.0;0.0;1074.4;0.0;N
F  GRENOBL22;23;F;FR;2;1;S;I  TORINO02;;;5.0;0.0;;09-2008;;30.0;0.0;30.0;0.0;1074.4;0.0;N
F  GRENOBL22;23;M;FR;2;4;S;NL EINDHOV17;;;5.0;0.0;;01-2009;;26.0;0.0;26.0;0.0;1074.4;0.0;N
F  LA-ROCH07;24;F;FR;2;2;S;E  CORDOBA01;;;4.0;0.0;;02-2009;;30.0;0.0;30.0;0.0;936.12;0.0;N
F  LILLE03;25;M;FR;1;2;S;D  LEIPZIG01;;;9.0;0.0;;10-2008;;60.0;0.0;60.0;0.0;1942.02;0.0;N
F  LILLE03;25;F;FR;2;4;S;I  ROMA01;;;6.0;0.0;;10-2008;;30.0;0.0;30.0;0.0;1294.68;0.0;N
F  LILLE03;24;F;FR;1;2;S;E  GRANADA01;;;9.0;0.0;;10-2008;;60.0;0.0;60.0;0.0;1942.02;0.0;N
F  LILLE03;24;F;FR;1;1;S;I  SALERNO01;;;9.0;0.0;;10-2008;;60.0;0.0;60.0;0.0;1942.02;0.0;N
F  LILLE03;24;F;FR;2;3;S;D  BERLIN01;;;10.0;0.0;;09-2008;;60.0;0.0;60.0;0.0;2157.8;0.0;N
F  LILLE03;24;F;FR;2;3;S;NL AMSTERD01;;;10.0;0.0;;09-2008;;60.0;0.0;60.0;0.0;2157.8;0.0;N
F  LILLE03;24;F;FR;1;2;S;I  MESSINA01;;;9.0;0.0;;10-2008;;60.0;0.0;60.0;0.0;2091.62;0.0;N
F  LILLE03;24;F;FR;2;4;S;I  VITERBO01;;;5.0;0.0;;10-2008;;30.0;0.0;30.0;0.0;1078.9;0.0;N
F  DIJON01;21;F;FR;2;3;S;UK NOTTING02;;;3.0;0.0;;04-2009;;7.0;0.0;7.0;0.0;647.34;0.0;N
F  DIJON01;21;F;FR;1;1;S;UK NEWCAST02;;;8.5;0.0;;09-2008;;60.0;0.0;60.0;0.0;1834.13;0.0;N
F  DIJON01;21;F;FR;1;2;S;E  CORDOBA01;;;5.0;0.0;;09-2008;;30.0;0.0;30.0;0.0;1078.9;0.0;N
F  DIJON01;21;M;FR;1;2;S;E  SANTIAG01;;;9.0;0.0;;10-2008;;60.0;0.0;60.0;0.0;1942.02;0.0;N
F  DIJON01;21;F;FR;1;2;S;S  STOCKHO01;;;9.5;0.0;;08-2008;;60.0;0.0;60.0;0.0;2049.91;0.0;N
F  DIJON01;21;M;FR;1;2;S;I  BOLOGNA01;;;6.0;0.0;;01-2009;;30.0;0.0;30.0;0.0;1294.68;0.0;N
F  DIJON01;21;M;FR;1;1;S;RO BRASOV01;;;3.0;0.0;;04-2009;;30.0;0.0;30.0;0.0;647.34;0.0;N
F  DIJON01;21;M;FR;1;2;S;UK WOLVERH01;;;4.0;0.0;;09-2008;;30.0;0.0;30.0;0.0;863.12;0.0;N
F  DIJON01;21;F;FR;1;2;S;E  BADAJOZ01;;;9.0;0.0;;09-2008;;54.0;0.0;54.0;0.0;1942.02;0.0;N
F  DIJON01;21;M;FR;1;2;S;IRLLETTERK01;;;10.0;0.0;;09-2008;;50.0;0.0;50.0;0.0;2157.8;0.0;N
F  DIJON01;21;F;FR;1;2;S;E  SANTIAG01;;;9.0;0.0;;10-2008;;54.0;0.0;54.0;0.0;1942.02;0.0;N
F  DIJON01;21;F;FR;1;2;S;E  SANTIAG01;;;9.0;0.0;;10-2008;;60.0;0.0;60.0;0.0;1942.02;0.0;N
F  DIJON01;20;M;FR;1;1;S;RO CRAIOVA01;;;3.0;0.0;;04-2009;;15.0;0.0;15.0;0.0;647.34;0.0;N
F  DIJON01;20;F;FR;1;2;S;UK OXFORD04;;;8.0;0.0;;09-2008;;60.0;0.0;60.0;0.0;1726.24;0.0;N
F  DIJON01;20;M;FR;1;1;S;SI MARIBOR01;;;8.0;0.0;;10-2008;;59.0;0.0;59.0;0.0;1726.24;0.0;N
F  DIJON01;20;M;FR;1;1;S;HU GYOR01;;;8.5;0.0;;09-2008;;32.0;0.0;32.0;0.0;1834.13;0.0;N
F  DIJON01;20;F;FR;1;1;S;UK NOTTING02;;;3.5;0.0;;04-2009;;12.0;0.0;12.0;0.0;755.23;0.0;N
F  DIJON01;20;M;FR;1;2;S;RO BRASOV01;;;3.0;0.0;;04-2009;;15.0;0.0;15.0;0.0;647.34;0.0;N
F  DIJON01;20;F;FR;1;2;S;UK WOLVERH01;;;4.5;0.0;;01-2009;;30.0;0.0;30.0;0.0;971.01;0.0;N
F  DIJON01;20;M;FR;1;1;S;UK EDINBUR02;;;3.0;0.0;;04-2009;;15.0;0.0;15.0;0.0;647.34;0.0;N
F  DIJON01;20;F;FR;1;1;S;E  SANTIAG01;;;5.0;0.0;;09-2008;;27.0;0.0;27.0;0.0;1078.9;0.0;N
F  DIJON01;20;F;FR;1;1;S;P  LISBOA04;;;3.5;0.0;;04-2009;;12.0;0.0;12.0;0.0;755.23;0.0;N
F  DIJON01;20;M;FR;1;1;S;E  CADIZ01;;;5.0;0.0;;01-2009;;30.0;0.0;30.0;0.0;1078.9;0.0;N
F  DIJON01;20;F;FR;1;1;S;E  ZARAGOZ01;;;9.5;0.0;;09-2008;;58.0;0.0;58.0;0.0;2049.91;0.0;N
F  DIJON01;20;M;FR;1;1;S;UK MIDDLES01;;;3.0;0.0;;03-2009;;9.0;0.0;9.0;0.0;647.34;0.0;N
F  DIJON01;20;F;FR;1;2;S;UK NOTTING02;;;3.5;0.0;;04-2009;;12.0;0.0;12.0;0.0;755.23;0.0;N
F  DIJON01;20;F;FR;1;1;S;E  GIRONA02;;;3.0;0.0;;04-2009;;15.0;0.0;15.0;0.0;647.34;0.0;N
F  DIJON01;20;M;FR;1;2;S;UK EDINBUR02;;;3.0;0.0;;04-2009;;15.0;0.0;15.0;0.0;647.34;0.0;N
F  DIJON01;20;F;FR;1;1;S;UK MIDDLES01;;;3.0;0.0;;03-2009;;9.0;0.0;9.0;0.0;647.34;0.0;N
F  DIJON01;20;F;FR;1;1;S;D  MAINZ01;;;5.0;0.0;;03-2009;;30.0;0.0;30.0;0.0;1078.9;0.0;N
G  THESSAL01;22;F;GR;1;3;S;B  LEUVEN01;;;5.0;0.0;;02-2009;;29.0;0.0;29.0;0.0;2340.0;0.0;N
F  DIJON01;20;M;FR;1;1;S;E  GIRONA02;;;3.0;0.0;;04-2009;;15.0;0.0;15.0;0.0;647.34;0.0;N
G  THESSAL01;22;F;GR;1;3;S;DK KOBENHA56;;;3.0;0.0;;02-2009;;21.0;0.0;21.0;0.0;1935.0;0.0;N
G  THESSAL01;22;F;GR;1;3;S;DK KOBENHA56;;;3.0;0.0;;02-2009;;20.0;0.0;20.0;0.0;1935.0;0.0;N
F  DIJON01;20;F;FR;1;1;S;E  SALAMAN02;;;5.5;0.0;;01-2009;;24.0;0.0;24.0;0.0;1186.79;0.0;N
G  THESSAL01;22;F;GR;1;4;S;I  CHIETI01;;;4.5;0.0;;03-2009;;0.0;0.0;0.0;0.0;3069.0;0.0;N
G  THESSAL01;21;F;GR;1;2;S;NL MAASTRI01;;;4.0;0.0;;02-2009;;37.0;0.0;37.0;0.0;2575.25;0.0;N
G  THESSAL01;23;F;GR;1;2;S;D  ESSEN04;;;4.0;0.0;;04-2009;;30.0;0.0;30.0;0.0;1872.0;0.0;N
F  DUNKERQ09;21;F;FR;1;2;S;E  ALICANT01;;;4.0;0.0;;01-2009;;30.0;0.0;30.0;0.0;863.12;0.0;N
G  THESSAL12;24;F;GR;1;5;P;;SONALI;UK;0.0;6.0;;;04-2009;0.0;20.0;20.0;0.0;0.0;5214.0;N
F  DUNKERQ09;21;F;FR;1;2;S;IRLATHLONE01;;;9.0;0.0;;09-2008;;60.0;0.0;60.0;0.0;1942.02;0.0;N
G  THESSAL12;22;F;GR;1;3;P;;UNIVERSITY OF HAEN;ES;0.0;5.0;;;03-2009;0.0;30.0;30.0;0.0;0.0;3195.0;N
F  DUNKERQ09;21;F;FR;1;2;S;UK CANTERB03;;;9.0;0.0;;09-2008;;60.0;0.0;60.0;0.0;1942.02;0.0;N
F  EVRY01;24;F;FR;2;4;S;I  TORINO02;;;5.0;0.0;;09-2008;;30.0;0.0;30.0;0.0;500.0;0.0;N
F  EVRY01;24;F;FR;3;5;S;E  VIGO01;;;5.0;0.0;;09-2008;;31.0;0.0;31.0;0.0;1200.0;0.0;N
F  EVRY01;23;M;FR;2;4;S;S  LINKOPI01;;;5.0;0.0;;08-2008;;37.0;0.0;37.0;0.0;1078.9;0.0;N
F  EVRY01;23;F;FR;2;4;S;NL GRONING01;;;5.5;0.0;;02-2009;;30.0;0.0;30.0;0.0;990.0;0.0;N
F  EVRY01;23;F;FR;2;4;S;S  LINKOPI01;;;5.0;0.0;;08-2008;;30.0;0.0;30.0;0.0;1078.9;0.0;N
